is_canceled,lead_time,arrival_date_month,country,market_segment,distribution_channel,is_repeated_guest,booking_changes,agent,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,hotel_City Hotel,hotel_Resort Hotel,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party,total_guests,total_stays,room_changed,had_prev_cancellations
0,2,7,2,4,3,0,0,3.0,0,91.5,0,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,2,0,0
0,15,7,4,3,3,0,0,240.0,0,114.5,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,2,0,0
1,51,7,2,3,3,0,0,242.0,0,110.3,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,2,0,0
0,3,7,4,3,3,0,0,240.0,0,90.9,1,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,3,0,0
1,48,7,2,3,3,0,0,240.0,0,123.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,3,0,0
0,2,7,2,3,3,0,0,240.0,0,122.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1.0,4,0,0
0,72,7,7,4,3,0,0,105.0,0,110.7,1,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,4,0,0
0,81,7,2,4,3,0,0,5.0,0,85.86,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,8,0,0
0,99,7,6,4,3,0,0,40.0,0,58.95,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,9,0,0
1,368,7,2,4,3,0,0,40.0,0,55.68,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,10,0,0
0,364,7,1,4,3,0,0,40.0,0,55.68,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,10,0,0
1,81,7,2,1,1,0,2,250.0,0,124.0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,10,0,0
0,99,7,1,4,3,0,0,115.0,0,111.15,0,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.0,10,0,0
0,324,7,1,4,3,0,0,40.0,0,134.73,0,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.0,14,0,0
0,69,7,1,3,3,0,1,241.0,0,92.45,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,14,0,0
1,79,7,2,4,3,0,0,242.0,0,108.73,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,21,0,0
0,12,7,1,3,3,0,0,240.0,0,73.8,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,1,0
0,9,7,2,3,3,0,0,240.0,0,98.0,1,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,1,0
0,1,7,4,3,3,0,0,240.0,0,131.0,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,1,0
0,21,7,2,3,3,0,0,240.0,0,123.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,0,0
0,9,7,3,3,3,0,0,241.0,0,94.71,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,0,0
0,109,7,8,3,3,0,0,240.0,0,123.0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,0,0
1,109,7,2,3,3,0,0,240.0,0,123.0,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,2,0,0
1,72,7,2,3,3,0,0,240.0,0,73.8,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,2,0,0
1,63,7,2,3,3,0,0,242.0,0,117.0,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,63,7,4,4,3,0,0,105.0,0,196.54,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,3.0,7,0,0
0,101,7,2,3,3,0,0,240.0,0,99.3,1,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,7,0,0
0,102,7,7,1,1,0,0,250.0,0,90.95,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,4,7,4,1,1,0,0,250.0,0,92.67,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,3,1,0
0,98,7,6,4,3,0,0,8.0,0,71.55,1,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,3,0,0
0,92,7,6,4,3,0,0,241.0,0,96.49,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,6,0,0
0,95,7,2,3,3,0,0,240.0,0,85.8,1,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,6,1,0
0,102,7,2,3,3,0,0,240.0,0,96.3,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
1,26,7,2,3,3,0,0,240.0,0,163.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,4.0,7,0,0
1,73,7,2,1,1,0,0,250.0,0,172.0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,3.0,7,0,0
1,102,7,2,3,3,0,0,240.0,0,110.7,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,115,7,2,4,3,0,0,134.0,0,58.95,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,102,7,2,3,3,0,0,240.0,0,73.8,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,7,0,0
0,86,7,3,3,3,0,0,240.0,0,97.0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,78,7,2,3,3,0,0,240.0,0,139.0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,3.0,7,1,0
0,52,7,1,3,3,0,0,147.0,0,67.24,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,29,7,2,3,3,0,0,241.0,0,116.5,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,8,0,0
1,101,7,2,3,3,0,0,240.0,0,96.3,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,8,0,0
0,109,7,2,3,3,0,0,240.0,0,123.0,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,8,0,0
0,92,7,1,4,3,0,0,40.0,0,71.55,0,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,10,0,0
0,92,7,2,4,3,0,0,40.0,0,71.55,0,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,10,0,0
0,79,7,2,1,1,0,1,250.0,0,149.0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,3.0,10,0,0
0,2,7,2,3,3,0,1,240.0,0,163.0,1,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,4.0,1,1,0
0,30,7,2,4,3,0,0,8.0,0,79.5,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,1,1,0
1,51,7,2,3,3,0,0,240.0,0,105.0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1.0,1,0,0
1,36,7,2,1,1,0,1,250.0,0,123.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1,1,0
1,73,7,2,3,3,0,0,240.0,0,73.8,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,0,0
1,33,7,2,3,3,0,0,240.0,0,113.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,0,0
0,8,7,4,3,3,0,0,240.0,0,123.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,0,0
0,100,7,6,3,3,0,0,240.0,0,73.8,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,2.0,2,1,0
0,1,7,2,3,3,0,0,240.0,0,114.5,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,2,0,0
0,100,7,6,3,3,0,0,240.0,0,73.8,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,True,2.0,2,0,0
0,100,7,6,3,3,0,0,240.0,0,73.8,0,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,2.0,2,1,0
0,9,7,4,3,3,0,0,240.0,0,88.2,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,1,0
1,5,7,2,3,3,0,0,240.0,0,97.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,0,0
0,0,7,4,3,3,0,1,306.0,0,85.1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,1,0
0,9,7,7,3,3,0,0,184.0,0,89.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1,0,0
0,2,7,2,3,3,0,0,240.0,0,80.1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1,1,0
0,2,7,2,3,3,0,0,240.0,0,98.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,1,0
0,9,7,7,3,3,0,0,184.0,0,101.0,1,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1,0,0
0,2,7,2,1,1,0,0,0.0,0,167.0,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,1,0,0
0,44,7,2,3,3,0,3,240.0,0,225.0,2,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,3.0,2,0,0
0,80,7,6,3,3,0,0,240.0,0,97.0,1,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,2,1,0
0,97,7,4,3,3,0,0,240.0,0,87.3,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,4,0,0
0,109,7,3,4,3,0,0,241.0,0,85.59,1,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,5,1,0
0,30,7,4,3,3,0,0,240.0,0,123.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,5,0,0
0,64,7,2,3,3,0,0,240.0,0,107.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,5,0,0
0,39,7,4,3,3,0,0,240.0,0,163.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,6,0,0
0,90,7,2,3,3,0,0,240.0,0,82.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,6,0,0
1,34,7,2,3,3,0,0,240.0,0,163.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,4.0,6,0,0
1,93,7,2,4,3,0,0,15.0,0,105.5,0,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,97,7,2,1,1,0,1,250.0,0,164.2,1,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,4.0,7,0,0
0,29,7,5,3,3,0,0,241.0,0,97.29,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
1,101,7,2,3,3,0,0,240.0,0,114.0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,27,7,4,4,3,0,0,175.0,0,98.4,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,8,7,3,3,3,0,1,240.0,0,175.0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,4.0,9,0,0
0,82,7,2,4,3,0,0,5.0,0,63.6,1,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,10,0,0
0,94,7,2,1,1,0,3,0.0,0,124.45,1,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,10,1,0
0,110,7,1,4,3,0,0,40.0,0,110.7,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,11,0,0
0,96,7,1,4,3,0,0,40.0,0,74.07,0,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,1.0,14,0,0
0,79,7,1,4,3,0,0,243.0,0,134.1,0,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.0,14,0,0
0,115,7,2,3,3,0,1,240.0,0,167.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,4.0,5,0,0
0,111,7,2,3,3,0,0,240.0,0,123.0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,4,1,0
0,51,7,3,3,3,0,0,241.0,0,117.81,1,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,4,0,0
0,94,7,3,4,3,0,0,96.0,0,171.32,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,4,0,0
0,81,7,3,1,1,0,0,250.0,0,210.0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,4.0,4,0,0
0,84,7,2,3,3,0,1,240.0,0,97.0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,4,1,0
0,51,7,3,3,3,0,0,241.0,0,117.81,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,4,0,0
0,2,7,2,1,1,0,0,0.0,0,131.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,3.0,1,1,0
0,7,7,2,3,3,0,0,240.0,0,98.0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,2,1,0
0,98,7,3,3,3,0,0,240.0,0,87.3,1,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,2,1,0
0,95,7,3,3,3,0,0,240.0,0,97.0,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,3,0,0
1,48,7,2,3,3,0,0,240.0,0,167.0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,4,0,0
0,66,7,2,4,3,0,0,175.0,0,91.5,0,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,4,1,0
0,104,7,2,3,3,0,1,240.0,0,73.8,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,4,1,0
0,28,7,2,3,3,0,0,240.0,0,123.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,5,0,0
0,34,7,2,1,1,0,0,250.0,0,175.0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,5,0,0
0,98,7,4,3,3,0,0,240.0,0,117.8,1,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,6,1,0
0,104,7,2,3,3,0,1,240.0,0,117.63,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,6,0,0
0,68,7,2,3,3,0,0,240.0,0,185.0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,4.0,7,0,0
1,86,7,2,4,3,0,0,175.0,0,71.0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1.0,7,0,0
0,258,7,1,4,3,0,0,2.0,0,47.25,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,7,0,0
0,111,7,2,3,3,0,0,240.0,0,151.0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,8,1,0
1,94,7,2,3,3,0,0,240.0,0,87.3,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,10,0,0
0,112,7,1,4,3,0,0,242.0,0,120.6,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,10,0,0
0,100,7,1,4,3,0,1,241.0,0,63.86,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,10,0,0
0,33,7,2,1,1,0,5,250.0,0,157.1,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,10,0,0
0,97,7,1,4,3,0,0,156.0,0,91.37,0,2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.0,10,0,0
0,80,7,6,1,1,0,1,0.0,0,73.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1.0,11,0,0
0,90,7,9,4,3,0,0,8.0,0,110.7,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,14,0,0
0,111,7,1,4,3,0,0,40.0,0,93.6,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,14,0,0
0,65,7,2,4,3,0,0,127.0,0,83.5,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
1,67,7,2,3,3,0,0,240.0,0,73.8,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,2,0,0
0,55,7,4,3,3,0,0,240.0,0,82.0,1,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,3,0,0
0,21,7,2,1,1,0,0,250.0,0,185.5,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,3.0,3,0,0
0,0,7,1,3,3,0,0,240.0,0,109.8,0,3,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1,0,0
0,0,7,2,1,1,0,0,0.0,0,195.0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,3.0,1,0,0
0,8,7,4,3,3,0,2,240.0,0,193.0,0,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,5.0,4,0,0
0,66,7,2,3,3,0,0,240.0,0,97.0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,4,0,0
0,88,7,3,4,3,0,0,95.0,0,150.0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,3.0,4,1,0
0,0,7,10,1,1,0,2,0.0,0,98.0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,4,0,0
1,43,7,2,4,3,0,0,134.0,0,91.5,0,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,5,0,0
1,88,7,2,3,3,0,0,240.0,0,139.0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.0,7,0,0
0,54,7,5,4,3,0,0,8.0,0,79.5,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,2.0,7,0,0
1,292,7,2,4,3,0,0,2.0,0,47.25,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,2.0,7,0,0
0,112,7,5,4,3,0,0,156.0,0,126.65,0,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.0,14,0,0
